id,name,year,start_time,end_time,init_lat,init_lon,vmax,mslp,cities_impacted,storm_track
AL032020,CRISTOBAL,2020,2020-06-01T18:00:00,2020-06-12T06:00:00,19.4,-90.9,50,982,"hit New Orleans, USA as Tropical Storm, hit Campeche, Mexico as Tropical Depression, hit Mérida, Mexico as Tropical Storm, hit Ciudad del Carmen, Mexico as Tropical Storm, hit Progreso, Mexico as Tropical Storm","[(19.4, -90.9, 'TD'), (19.6, -91.6, 'TD'), (19.6, -92.1, 'TD'), (19.5, -92.5, 'TS'), (19.2, -92.6, 'TS'), (19.0, -92.5, 'TS'), (18.9, -92.3, 'TS'), (18.8, -92.2, 'TS'), (18.7, -92.1, 'TS'), (18.5, -91.9, 'TS'), (18.2, -91.7, 'TS'), (17.9, -91.5, 'TS'), (17.7, -91.2, 'TD'), (17.6, -90.8, 'TD'), (17.9, -90.4, 'TD'), (18.6, -90.1, 'TS'), (19.6, -89.9, 'TS'), (20.8, -89.9, 'TS'), (22.0, -90.0, 'TS'), (23.0, -90.1, 'TS'), (23.9, -90.2, 'TS'), (24.8, -90.2, 'TS'), (25.8, -90.1, 'TS'), (26.9, -90.0, 'TS'), (28.0, -89.9, 'TS'), (29.0, -89.8, 'TS'), (29.3, -89.8, 'TS'), (29.8, -89.9, 'TS'), (30.6, -90.6, 'TS'), (31.7, -91.5, 'TD'), (32.9, -92.0, 'TD'), (34.2, -92.1, 'TD'), (35.8, -92.2, 'TD'), (38.0, -92.1, 'TD'), (40.3, -91.7, 'TD'), (42.6, -90.8, 'EX'), (45.0, -89.3, 'EX'), (47.5, -87.4, 'EX'), (49.8, -85.1, 'EX'), (51.7, -82.6, 'EX'), (52.7, -81.2, 'EX'), (53.2, -80.4, 'EX'), (53.4, -79.8, 'EX'), (53.3, -79.4, 'EX'), (52.5, -79.1, 'EX')]"
AL092020,ISAIAS,2020,2020-07-28T12:00:00,2020-08-05T06:00:00,12.5,-54.0,80,986,"hit Nassau, Bahamas as Hurricane","[(12.5, -54.0, 'DB'), (13.2, -56.4, 'DB'), (14.1, -58.3, 'DB'), (14.8, -60.3, 'DB'), (15.2, -62.2, 'DB'), (15.3, -64.0, 'DB'), (15.8, -65.7, 'TS'), (16.7, -67.2, 'TS'), (17.7, -68.5, 'TS'), (18.4, -69.3, 'TS'), (18.9, -69.8, 'TS'), (19.9, -71.2, 'HU'), (20.5, -72.7, 'HU'), (20.9, -73.4, 'HU'), (21.3, -74.0, 'HU'), (22.1, -75.1, 'HU'), (22.9, -75.9, 'HU'), (23.6, -76.7, 'HU'), (24.3, -77.5, 'HU'), (24.4, -77.7, 'HU'), (24.8, -78.3, 'TS'), (25.3, -78.9, 'TS'), (25.9, -79.2, 'TS'), (26.6, -79.5, 'TS'), (27.4, -79.6, 'TS'), (28.2, -79.7, 'TS'), (29.1, -79.9, 'TS'), (30.1, -80.0, 'TS'), (31.2, -79.7, 'HU'), (32.8, -79.1, 'HU'), (33.9, -78.5, 'HU'), (35.0, -78.1, 'TS'), (37.7, -76.8, 'TS'), (40.9, -75.1, 'TS'), (44.0, -73.1, 'EX'), (46.7, -71.8, 'EX')]"
AL132020,LAURA,2020,2020-08-20T00:00:00,2020-08-29T06:00:00,14.4,-47.3,130,937,,"[(14.4, -47.3, 'TD'), (15.4, -49.6, 'TD'), (16.1, -51.6, 'TD'), (16.6, -53.4, 'TD'), (16.8, -55.5, 'TD'), (16.9, -57.5, 'TD'), (17.0, -59.4, 'TS'), (17.1, -61.1, 'TS'), (17.1, -61.8, 'TS'), (17.1, -62.6, 'TS'), (17.1, -62.8, 'TS'), (17.4, -64.4, 'TS'), (17.7, -65.9, 'TS'), (17.9, -67.4, 'TS'), (18.2, -68.8, 'TS'), (18.4, -70.0, 'TS'), (18.5, -70.3, 'TS'), (18.8, -72.3, 'TS'), (19.4, -74.3, 'TS'), (19.8, -76.0, 'TS'), (20.0, -76.6, 'TS'), (20.2, -77.8, 'TS'), (20.8, -79.7, 'TS'), (21.5, -81.5, 'TS'), (22.3, -83.3, 'TS'), (22.8, -84.8, 'TS'), (23.4, -86.2, 'HU'), (24.1, -87.5, 'HU'), (24.9, -88.9, 'HU'), (25.6, -90.2, 'HU'), (26.4, -91.4, 'HU'), (27.3, -92.5, 'HU'), (28.5, -93.0, 'HU'), (29.8, -93.3, 'HU'), (31.2, -93.3, 'HU'), (32.8, -92.9, 'TS'), (34.4, -92.5, 'TS'), (35.4, -92.0, 'TD'), (36.1, -91.2, 'TD'), (37.0, -90.0, 'TD'), (37.5, -88.0, 'TD'), (38.3, -84.8, 'LO')]"
AL142020,MARCO,2020,2020-08-20T18:00:00,2020-08-25T18:00:00,14.1,-80.5,65,991,,"[(14.1, -80.5, 'LO'), (14.6, -81.8, 'LO'), (15.3, -82.9, 'TD'), (16.3, -83.7, 'TD'), (17.4, -84.2, 'TD'), (18.3, -84.6, 'TS'), (19.2, -85.1, 'TS'), (20.3, -85.2, 'TS'), (21.3, -85.5, 'TS'), (22.2, -86.1, 'TS'), (23.2, -86.7, 'TS'), (24.3, -87.2, 'HU'), (25.3, -87.4, 'HU'), (26.4, -87.6, 'TS'), (27.3, -87.9, 'TS'), (28.1, -88.3, 'TS'), (28.7, -88.6, 'TS'), (28.9, -89.3, 'TS'), (28.7, -90.5, 'LO'), (28.6, -91.4, 'LO'), (29.1, -92.3, 'LO')]"
AL192020,SALLY,2020,2020-09-11T18:00:00,2020-09-18T06:00:00,25.4,-78.6,95,965,"hit Miami, USA as Tropical Depression, hit Pensacola, USA as Hurricane, hit Mobile, USA as Hurricane","[(25.4, -78.6, 'TD'), (25.6, -79.4, 'TD'), (25.6, -80.2, 'TD'), (25.5, -80.8, 'TS'), (25.6, -81.6, 'TS'), (26.0, -82.5, 'TS'), (26.7, -83.5, 'TS'), (27.2, -84.5, 'TS'), (27.6, -85.4, 'TS'), (27.9, -86.0, 'TS'), (28.2, -86.5, 'TS'), (28.4, -86.9, 'HU'), (28.6, -87.3, 'HU'), (28.7, -87.7, 'HU'), (28.8, -88.0, 'HU'), (29.0, -88.1, 'HU'), (29.3, -88.1, 'HU'), (29.6, -88.0, 'HU'), (29.9, -87.9, 'HU'), (30.3, -87.7, 'HU'), (30.5, -87.6, 'HU'), (31.1, -87.2, 'TS'), (31.6, -86.7, 'TS'), (32.1, -86.1, 'TD'), (32.6, -85.2, 'EX'), (33.2, -83.8, 'EX'), (33.7, -82.3, 'EX'), (34.1, -80.8, 'EX')]"
AL222020,BETA,2020,2020-09-17T06:00:00,2020-09-25T06:00:00,21.1,-94.9,55,993,"hit Houston, USA as Extratropical Cyclone, hit Galveston, USA as Extratropical Cyclone","[(21.1, -94.9, 'LO'), (21.5, -94.7, 'TD'), (21.8, -94.4, 'TD'), (22.0, -94.2, 'TD'), (22.6, -94.1, 'TD'), (23.2, -93.8, 'TD'), (24.1, -93.1, 'TS'), (25.2, -92.3, 'TS'), (25.8, -92.3, 'TS'), (26.4, -92.4, 'TS'), (26.6, -92.2, 'TS'), (26.8, -92.1, 'TS'), (26.9, -92.5, 'TS'), (27.1, -92.8, 'TS'), (27.5, -93.6, 'TS'), (27.5, -94.1, 'TS'), (27.6, -94.8, 'TS'), (27.8, -95.5, 'TS'), (28.1, -96.0, 'TS'), (28.3, -96.3, 'TS'), (28.4, -96.4, 'TS'), (28.6, -96.6, 'TS'), (28.8, -96.8, 'TS'), (28.9, -96.5, 'TD'), (29.0, -95.8, 'EX'), (29.4, -95.4, 'EX'), (30.0, -94.6, 'EX'), (30.3, -93.8, 'EX'), (30.8, -92.4, 'EX'), (31.6, -91.5, 'EX'), (32.4, -90.6, 'EX'), (33.0, -89.1, 'EX'), (33.6, -87.6, 'EX'), (34.1, -86.5, 'EX')]"
AL252020,GAMMA,2020,2020-10-02T00:00:00,2020-10-06T12:00:00,16.6,-83.3,65,978,,"[(16.6, -83.3, 'LO'), (17.2, -83.9, 'TD'), (17.8, -84.4, 'TD'), (18.4, -85.0, 'TS'), (18.8, -85.8, 'TS'), (19.2, -86.6, 'TS'), (19.7, -87.1, 'TS'), (20.2, -87.4, 'HU'), (20.4, -87.5, 'TS'), (21.0, -87.9, 'TS'), (21.8, -88.2, 'TS'), (22.3, -88.1, 'TS'), (22.7, -87.7, 'TS'), (22.9, -87.4, 'TS'), (22.8, -87.4, 'TS'), (22.6, -87.5, 'TS'), (22.3, -87.9, 'TD'), (21.9, -88.2, 'TD'), (21.6, -88.4, 'TD'), (21.3, -88.5, 'TD'), (20.6, -88.5, 'TD')]"
AL262020,DELTA,2020,2020-10-04T18:00:00,2020-10-11T18:00:00,16.4,-76.2,120,953,"hit Cancún, Mexico as Hurricane","[(16.4, -76.2, 'TD'), (16.4, -77.0, 'TD'), (16.4, -77.7, 'TD'), (16.4, -78.4, 'TS'), (16.4, -79.1, 'TS'), (16.6, -79.8, 'HU'), (17.1, -80.7, 'HU'), (17.8, -82.0, 'HU'), (18.5, -83.3, 'HU'), (19.3, -84.6, 'HU'), (20.1, -85.9, 'HU'), (20.8, -86.9, 'HU'), (21.1, -87.4, 'HU'), (21.7, -88.8, 'HU'), (22.3, -90.2, 'HU'), (23.0, -91.4, 'HU'), (23.7, -92.4, 'HU'), (24.5, -93.1, 'HU'), (25.3, -93.5, 'HU'), (26.3, -93.7, 'HU'), (27.5, -93.8, 'HU'), (28.7, -93.6, 'HU'), (29.8, -93.1, 'HU'), (30.1, -92.9, 'HU'), (31.4, -92.2, 'TS'), (32.5, -91.4, 'TS'), (33.3, -90.6, 'EX'), (33.9, -89.6, 'EX'), (34.4, -88.6, 'EX'), (34.8, -87.5, 'EX'), (35.1, -86.3, 'EX')]"
AL282020,ZETA,2020,2020-10-24T12:00:00,2020-10-30T00:00:00,18.4,-82.6,100,970,"hit New Orleans, USA as Hurricane, hit Biloxi, USA as Hurricane, hit Mérida, Mexico as Tropical Storm, hit Progreso, Mexico as Tropical Storm","[(18.4, -82.6, 'TD'), (18.2, -83.0, 'TD'), (18.0, -83.2, 'TS'), (17.7, -83.5, 'TS'), (17.8, -83.6, 'TS'), (18.0, -83.7, 'TS'), (18.2, -83.8, 'TS'), (18.5, -84.1, 'HU'), (18.9, -84.8, 'HU'), (19.4, -85.7, 'HU'), (19.9, -86.6, 'HU'), (20.4, -87.4, 'HU'), (20.6, -87.9, 'HU'), (21.3, -89.0, 'TS'), (22.2, -90.0, 'TS'), (23.2, -90.8, 'TS'), (24.4, -91.5, 'HU'), (26.0, -91.7, 'HU'), (28.0, -91.1, 'HU'), (29.2, -90.6, 'HU'), (30.2, -89.9, 'HU'), (32.8, -87.5, 'TS'), (35.3, -83.6, 'TS'), (37.8, -78.2, 'EX'), (39.5, -71.7, 'EX')]"
AL292020,ETA,2020,2020-10-31T18:00:00,2020-11-14T00:00:00,14.9,-72.4,130,922,"hit Key West, USA as Tropical Storm, hit George Town, Cayman Islands as Tropical Storm","[(14.9, -72.4, 'TD'), (14.9, -73.6, 'TS'), (14.9, -75.1, 'TS'), (14.9, -76.7, 'TS'), (14.9, -78.2, 'TS'), (14.9, -79.4, 'TS'), (14.9, -80.4, 'HU'), (14.8, -81.2, 'HU'), (14.7, -82.0, 'HU'), (14.3, -82.5, 'HU'), (14.0, -82.9, 'HU'), (13.6, -83.1, 'HU'), (13.7, -83.3, 'HU'), (13.8, -83.5, 'HU'), (13.8, -83.7, 'HU'), (13.8, -84.3, 'HU'), (13.8, -84.9, 'TS'), (13.9, -85.4, 'TS'), (14.0, -86.0, 'TD'), (14.2, -86.7, 'DB'), (14.5, -87.5, 'DB'), (15.3, -87.8, 'DB'), (16.2, -87.8, 'DB'), (16.7, -87.6, 'TD'), (16.9, -87.4, 'TD'), (17.1, -87.1, 'TD'), (17.5, -86.4, 'TD'), (18.2, -85.1, 'TS'), (19.1, -83.2, 'TS'), (19.8, -81.5, 'TS'), (20.4, -80.2, 'TS'), (21.1, -79.5, 'TS'), (21.5, -79.2, 'TS'), (22.2, -79.0, 'TS'), (23.5, -79.2, 'TS'), (24.5, -80.1, 'TS'), (24.9, -80.7, 'TS'), (25.0, -81.4, 'TS'), (24.9, -82.9, 'TS'), (24.2, -84.1, 'TS'), (23.4, -85.0, 'TS'), (23.0, -85.4, 'TS'), (22.6, -85.3, 'TS'), (22.9, -85.1, 'TS'), (23.5, -84.6, 'TS'), (24.5, -84.2, 'TS'), (25.8, -83.9, 'HU'), (26.8, -83.7, 'TS'), (27.9, -83.5, 'TS'), (28.7, -83.2, 'TS'), (29.2, -82.9, 'TS'), (29.7, -82.5, 'TS'), (30.9, -81.3, 'TS'), (31.9, -79.9, 'TS'), (32.7, -78.0, 'TS'), (34.0, -75.3, 'EX'), (35.1, -72.5, 'EX'), (35.7, -69.2, 'EX')]"
AL032021,CLAUDETTE,2021,2021-06-17T18:00:00,2021-06-23T00:00:00,22.5,-92.2,40,1003,"hit New Orleans, USA as Tropical Storm, hit Biloxi, USA as Tropical Storm","[(22.5, -92.2, 'DB'), (23.5, -91.8, 'DB'), (24.6, -91.4, 'DB'), (25.9, -91.2, 'DB'), (27.2, -91.1, 'DB'), (28.4, -91.2, 'TS'), (29.2, -91.0, 'TS'), (29.5, -90.8, 'TS'), (30.6, -89.9, 'TS'), (31.5, -88.8, 'TD'), (32.4, -87.8, 'TD'), (33.1, -86.5, 'TD'), (33.5, -84.8, 'TD'), (33.8, -83.1, 'TD'), (34.2, -81.2, 'TD'), (35.0, -79.1, 'TS'), (36.0, -76.5, 'TS'), (37.0, -73.5, 'TS'), (38.4, -70.7, 'TS'), (39.7, -67.8, 'EX'), (41.2, -65.2, 'EX'), (42.6, -62.4, 'EX'), (44.1, -59.6, 'EX')]"
AL052021,ELSA,2021,2021-06-30T18:00:00,2021-07-10T06:00:00,9.4,-42.8,75,991,"hit Key West, USA as Tropical Storm, hit Havana, Cuba as Tropical Storm, hit Varadero, Cuba as Tropical Storm, hit Cienfuegos, Cuba as Tropical Storm","[(9.4, -42.8, 'TD'), (9.3, -45.3, 'TS'), (9.4, -47.7, 'TS'), (9.9, -50.2, 'TS'), (10.7, -52.6, 'TS'), (11.5, -55.0, 'TS'), (12.3, -57.3, 'TS'), (13.0, -59.8, 'HU'), (13.8, -62.4, 'HU'), (14.7, -65.1, 'HU'), (15.7, -67.9, 'HU'), (16.6, -70.3, 'TS'), (17.2, -72.5, 'TS'), (17.6, -74.4, 'TS'), (18.0, -75.5, 'TS'), (18.5, -76.5, 'TS'), (19.3, -77.6, 'TS'), (20.1, -78.6, 'TS'), (20.7, -79.6, 'TS'), (21.3, -80.7, 'TS'), (22.1, -81.5, 'TS'), (22.2, -81.6, 'TS'), (22.9, -82.0, 'TS'), (23.7, -82.4, 'TS'), (24.6, -82.7, 'TS'), (25.5, -82.9, 'TS'), (26.6, -83.2, 'HU'), (27.8, -83.5, 'TS'), (29.1, -83.6, 'TS'), (29.8, -83.5, 'TS'), (30.3, -83.4, 'TS'), (31.5, -82.7, 'TS'), (32.8, -81.8, 'TS'), (34.2, -80.5, 'TS'), (35.5, -79.0, 'TS'), (36.8, -77.4, 'TS'), (38.4, -75.5, 'TS'), (40.3, -73.1, 'TS'), (40.9, -72.3, 'TS'), (41.4, -71.7, 'TS'), (42.0, -71.0, 'EX'), (44.0, -68.3, 'EX'), (46.8, -64.4, 'EX')]"
AL062021,FRED,2021,2021-08-09T18:00:00,2021-08-20T06:00:00,13.9,-58.7,55,991,"hit Havana, Cuba as DB, hit Varadero, Cuba as DB, hit Cienfuegos, Cuba as DB","[(13.9, -58.7, 'DB'), (14.6, -60.1, 'DB'), (15.3, -61.6, 'DB'), (16.0, -63.1, 'DB'), (16.7, -64.6, 'DB'), (17.3, -66.1, 'TS'), (17.7, -67.6, 'TS'), (18.0, -69.0, 'TS'), (18.4, -70.1, 'TS'), (18.5, -70.4, 'TS'), (19.2, -71.7, 'TD'), (20.0, -72.9, 'TD'), (20.5, -73.9, 'TD'), (20.9, -74.7, 'TD'), (21.2, -75.5, 'TS'), (21.6, -76.6, 'TS'), (22.0, -77.7, 'TD'), (22.3, -79.0, 'TD'), (22.5, -80.2, 'DB'), (22.7, -81.3, 'DB'), (22.9, -82.5, 'DB'), (23.3, -83.5, 'DB'), (24.1, -84.1, 'DB'), (25.0, -84.4, 'DB'), (25.7, -84.7, 'TS'), (26.4, -85.2, 'TS'), (27.0, -85.8, 'TS'), (27.8, -85.9, 'TS'), (28.7, -85.7, 'TS'), (29.5, -85.4, 'TS'), (29.7, -85.4, 'TS'), (30.6, -85.4, 'TS'), (31.7, -85.4, 'TS'), (32.8, -85.2, 'TD'), (34.0, -84.7, 'TD'), (35.9, -83.6, 'LO'), (37.7, -82.3, 'LO'), (39.2, -81.1, 'LO'), (40.4, -79.7, 'LO'), (41.2, -78.2, 'EX'), (41.9, -76.7, 'EX'), (42.4, -75.1, 'EX'), (42.7, -73.5, 'EX'), (42.7, -72.2, 'EX'), (42.6, -71.0, 'EX')]"
AL072021,GRACE,2021,2021-08-13T06:00:00,2021-08-21T12:00:00,15.0,-46.7,105,967,"hit Mérida, Mexico as Tropical Storm, hit Progreso, Mexico as Tropical Storm, hit Tuxpan, Mexico as Hurricane, hit George Town, Cayman Islands as Hurricane","[(15.0, -46.7, 'TD'), (15.2, -48.7, 'TD'), (15.3, -50.8, 'TD'), (15.4, -52.8, 'TD'), (15.7, -54.8, 'TD'), (16.1, -57.2, 'TS'), (16.2, -59.5, 'TS'), (16.5, -61.7, 'TD'), (16.7, -63.7, 'TD'), (16.9, -65.4, 'TD'), (17.0, -66.7, 'TD'), (17.1, -68.1, 'TD'), (17.2, -69.6, 'TD'), (17.5, -70.8, 'TS'), (17.7, -71.4, 'TS'), (17.8, -71.7, 'TS'), (17.9, -73.2, 'TS'), (18.0, -74.8, 'TS'), (18.2, -76.1, 'TS'), (18.2, -76.6, 'TS'), (18.3, -77.4, 'TS'), (18.3, -78.6, 'TS'), (18.7, -80.1, 'TS'), (19.2, -81.5, 'HU'), (19.6, -83.0, 'HU'), (19.7, -84.8, 'HU'), (19.9, -86.4, 'HU'), (20.1, -87.5, 'HU'), (20.2, -88.1, 'TS'), (20.5, -89.5, 'TS'), (20.8, -91.1, 'TS'), (20.7, -92.6, 'TS'), (20.6, -93.8, 'HU'), (20.6, -94.7, 'HU'), (20.7, -95.8, 'HU'), (20.6, -97.1, 'HU'), (20.6, -97.2, 'HU'), (20.2, -98.0, 'TS')]"
AL092021,IDA,2021,2021-08-26T12:00:00,2021-09-04T18:00:00,16.5,-78.9,130,929,"hit New Orleans, USA as Hurricane, hit George Town, Cayman Islands as Tropical Storm","[(16.5, -78.9, 'TD'), (17.4, -79.5, 'TS'), (18.3, -80.2, 'TS'), (19.4, -80.9, 'TS'), (20.4, -81.7, 'TS'), (21.5, -82.6, 'HU'), (22.4, -83.2, 'HU'), (22.6, -83.5, 'HU'), (23.5, -84.7, 'HU'), (24.4, -85.7, 'HU'), (25.6, -86.6, 'HU'), (26.7, -87.6, 'HU'), (27.6, -88.7, 'HU'), (28.5, -89.6, 'HU'), (29.1, -90.2, 'HU'), (29.2, -90.4, 'HU'), (29.9, -90.6, 'HU'), (30.6, -90.8, 'HU'), (31.5, -90.9, 'TS'), (32.2, -90.5, 'TS'), (33.0, -90.0, 'TD'), (33.8, -89.4, 'TD'), (34.4, -88.4, 'TD'), (35.1, -87.1, 'TD'), (35.8, -85.5, 'TD'), (36.7, -83.6, 'TD'), (37.7, -81.5, 'EX'), (39.0, -78.5, 'EX'), (39.8, -75.6, 'EX'), (40.6, -72.8, 'EX'), (41.4, -69.7, 'EX'), (43.3, -67.2, 'EX'), (45.4, -64.7, 'EX'), (46.6, -63.6, 'EX'), (47.5, -62.7, 'EX'), (48.6, -62.4, 'EX'), (48.8, -63.1, 'EX'), (48.7, -63.9, 'EX'), (47.6, -63.9, 'EX'), (46.6, -63.5, 'EX')]"
AL132021,MINDY,2021,2021-09-08T18:00:00,2021-09-10T18:00:00,28.4,-86.8,50,1000,,"[(28.4, -86.8, 'TS'), (29.5, -85.4, 'TS'), (29.7, -85.1, 'TS'), (30.5, -83.9, 'TS'), (31.2, -81.8, 'TD'), (31.7, -79.4, 'TD'), (32.1, -76.8, 'LO'), (32.6, -74.0, 'LO'), (33.2, -71.8, 'LO'), (33.7, -69.8, 'LO')]"
AL142021,NICHOLAS,2021,2021-09-12T12:00:00,2021-09-17T06:00:00,21.0,-95.2,65,988,"hit Houston, USA as Tropical Storm, hit Galveston, USA as Tropical Storm","[(21.0, -95.2, 'TS'), (22.4, -95.6, 'TS'), (23.7, -96.1, 'TS'), (24.8, -96.5, 'TS'), (25.9, -96.7, 'TS'), (27.0, -96.6, 'TS'), (28.0, -96.2, 'HU'), (28.7, -95.7, 'HU'), (28.8, -95.7, 'HU'), (29.3, -95.4, 'TS'), (29.6, -94.9, 'TS'), (29.9, -94.4, 'TD'), (30.2, -93.8, 'TD'), (30.3, -93.1, 'TD'), (30.2, -92.4, 'LO'), (29.9, -91.8, 'LO'), (29.3, -91.6, 'LO'), (29.7, -91.7, 'LO'), (29.9, -92.2, 'LO'), (30.3, -92.6, 'LO'), (30.8, -93.0, 'LO')]"
AL092022,IAN,2022,2022-09-22T18:00:00,2022-10-01T06:00:00,12.3,-66.3,140,937,,"[(12.3, -66.3, 'LO'), (12.9, -67.2, 'LO'), (13.7, -68.1, 'TD'), (14.2, -69.3, 'TD'), (14.6, -70.6, 'TD'), (14.7, -71.7, 'TS'), (14.7, -72.9, 'TS'), (14.5, -74.4, 'TS'), (14.4, -75.8, 'TS'), (14.6, -77.2, 'TS'), (14.6, -78.3, 'TS'), (15.0, -79.4, 'TS'), (15.8, -80.1, 'TS'), (16.8, -80.9, 'TS'), (17.7, -81.7, 'HU'), (18.7, -82.4, 'HU'), (19.7, -83.0, 'HU'), (20.8, -83.3, 'HU'), (21.8, -83.6, 'HU'), (22.2, -83.7, 'HU'), (22.6, -83.6, 'HU'), (23.5, -83.3, 'HU'), (24.4, -83.0, 'HU'), (24.6, -82.9, 'HU'), (25.2, -82.9, 'HU'), (26.0, -82.7, 'HU'), (26.6, -82.4, 'HU'), (26.7, -82.2, 'HU'), (26.8, -82.0, 'HU'), (27.2, -81.7, 'HU'), (27.7, -81.1, 'HU'), (28.4, -80.6, 'TS'), (28.9, -80.1, 'HU'), (29.6, -79.4, 'HU'), (30.3, -79.1, 'HU'), (31.5, -79.0, 'HU'), (33.3, -79.2, 'HU'), (33.3, -79.2, 'HU'), (34.4, -79.3, 'EX'), (35.3, -79.7, 'EX')]"
AL142022,KARL,2022,2022-10-11T12:00:00,2022-10-15T18:00:00,19.0,-94.1,50,997,"hit Coatzacoalcos, Mexico as Low Pressure Disturbance","[(19.0, -94.1, 'TD'), (19.6, -94.5, 'TS'), (20.2, -94.8, 'TS'), (20.9, -94.9, 'TS'), (21.5, -94.8, 'TS'), (22.0, -94.6, 'TS'), (22.4, -94.3, 'TS'), (22.4, -94.3, 'TS'), (21.9, -94.0, 'TS'), (21.3, -93.6, 'TS'), (20.9, -93.0, 'TS'), (20.3, -92.6, 'TS'), (19.8, -92.6, 'TS'), (19.4, -92.6, 'TS'), (19.0, -92.7, 'LO'), (18.7, -92.9, 'LO'), (18.5, -93.3, 'LO'), (18.4, -94.0, 'LO')]"
AL022023,ARLENE,2023,2023-05-31T18:00:00,2023-06-04T06:00:00,26.4,-85.9,35,998,"hit Havana, Cuba as Low Pressure Disturbance","[(26.4, -85.9, 'LO'), (26.7, -85.7, 'LO'), (27.2, -85.8, 'LO'), (27.7, -86.2, 'TD'), (28.0, -86.5, 'TD'), (27.7, -86.5, 'TD'), (27.3, -86.4, 'TS'), (27.0, -86.3, 'TS'), (26.7, -86.0, 'TS'), (25.9, -85.7, 'TS'), (25.0, -85.6, 'TD'), (24.4, -85.3, 'LO'), (23.9, -85.0, 'LO'), (23.5, -84.1, 'LO'), (23.3, -83.0, 'LO')]"
AL102023,IDALIA,2023,2023-08-26T12:00:00,2023-09-08T06:00:00,20.8,-86.1,115,942,"hit Cancún, Mexico as Tropical Depression","[(20.8, -86.1, 'TD'), (21.3, -86.2, 'TD'), (21.1, -86.4, 'TD'), (20.5, -86.8, 'TD'), (19.9, -86.3, 'TS'), (19.9, -85.8, 'TS'), (19.8, -85.4, 'TS'), (19.9, -85.2, 'TS'), (20.6, -85.2, 'TS'), (21.2, -85.2, 'TS'), (21.8, -85.1, 'TS'), (22.6, -85.0, 'HU'), (23.8, -84.8, 'HU'), (25.3, -84.8, 'HU'), (26.9, -84.7, 'HU'), (28.3, -84.5, 'HU'), (29.1, -84.1, 'HU'), (29.9, -83.6, 'HU'), (30.0, -83.5, 'HU'), (31.5, -82.5, 'TS'), (32.7, -80.9, 'TS'), (33.5, -78.9, 'TS'), (33.7, -77.0, 'EX'), (33.6, -74.6, 'EX'), (33.4, -72.3, 'EX'), (32.7, -70.5, 'EX'), (32.3, -68.8, 'EX'), (32.1, -67.1, 'EX'), (31.9, -65.7, 'EX'), (31.8, -64.7, 'EX'), (31.8, -63.9, 'EX'), (31.8, -63.1, 'EX'), (32.0, -62.2, 'EX'), (32.5, -61.3, 'EX'), (33.4, -60.5, 'EX'), (34.9, -59.7, 'EX'), (36.2, -58.9, 'EX'), (37.6, -58.0, 'EX'), (39.2, -57.5, 'EX'), (40.5, -57.9, 'EX'), (41.1, -58.7, 'EX'), (41.6, -59.1, 'EX'), (42.2, -59.3, 'EX'), (42.6, -59.8, 'EX'), (42.6, -60.5, 'EX'), (42.6, -61.4, 'EX'), (42.6, -62.0, 'EX'), (42.6, -62.8, 'EX'), (42.9, -62.9, 'EX'), (43.0, -62.1, 'EX'), (43.2, -61.1, 'EX'), (43.6, -60.1, 'EX'), (44.3, -59.3, 'EX'), (45.2, -58.3, 'EX')]"
