date,min_temp,rainfall,windspeed,humidity,cloudcover,OLS
4/17/21,57,0.1,16,72,Light Rain,0.1284075540234199
4/19/21,53,0.0,3,31,Partly Cloudy,0.12763430471329335
2/5/21,48,0.0,18,77,Cloudy,0.1254871181267539
3/4/21,45,0.0,15,33,Partly Cloudy,0.1246463331536984
5/7/21,64,0.0,12,30,Mostly Cloudy,0.12404074227909104
5/1/21,70,2.3,14,82,Light Rain,0.12332252363253024
11/27/21,50,0.1,6,72,Cloudy,0.12299861481621213
9/19/21,76,0.7,0,50,Mostly Cloudy,0.12130189309428178
12/13/21,52,0.0,10,87,Cloudy,0.12120814222916383
1/23/21,61,0.0,13,87,Cloudy,0.12089091665344584
11/26/21,48,0.0,10,35,Cloudy,0.12076623710525076
9/10/21,77,0.0,14,23,Fair,0.12071939231922513
9/21/21,79,0.0,0,40,Mostly Cloudy,0.12022319305820198
2/21/21,46,0.0,10,51,Cloudy,0.12016024129633067
2/27/21,70,0.0,20,74,Cloudy,0.12009942762313867
5/23/21,74,2.3,12,85,Light Rain,0.11908135315022891
2/7/21,43,0.0,15,52,Fair,0.11672843231827583
1/7/21,45,0.0,16,47,Partly Cloudy,0.11503766035301421
11/28/21,51,0.0,8,75,Cloudy,0.11490929862249606
4/24/21,70,0.0,17,29,Fair,0.11448699932245295
8/27/21,77,0.8,14,57,Mostly Cloudy,0.1143490246030309
3/5/21,55,0.0,9,66,Mostly Cloudy,0.1142262026990378
7/12/21,79,0.1,18,53,Cloudy,0.11378155551157434
1/31/21,52,0.0,21,31,Fair / Windy,0.11365125946027325
1/14/21,41,0.0,20,31,Fair,0.11328278425362741
3/12/21,67,0.0,21,50,Partly Cloudy / Windy,0.11273712530742755
5/20/21,66,0.0,8,60,Cloudy,0.11245050150590415
1/26/21,61,0.0,10,26,Mostly Cloudy,0.11239927759146891
1/25/21,68,0.0,12,46,Cloudy,0.11192402487615047
4/12/21,61,0.0,7,17,Fair,0.11181466060919505
3/14/21,60,0.2,17,79,Cloudy,0.11162425295081482
5/13/21,65,0.0,7,52,Cloudy,0.11019316676626652
4/10/21,68,0.0,13,20,Fair,0.10997755762048275
1/22/21,63,0.0,6,78,Cloudy,0.10987233390828502
6/4/21,73,0.3,8,71,Mostly Cloudy,0.1093390032248476
3/15/21,61,0.0,12,69,Cloudy,0.10773067526130733
4/22/21,56,0.0,17,63,Cloudy,0.10688725492922688
11/19/21,50,0.0,3,34,Fair,0.10508884003227428
11/9/21,57,0.0,12,60,Cloudy,0.10492031002948203
3/19/21,49,0.0,20,35,Fair,0.10452454470761294
4/18/21,53,0.0,10,40,Mostly Cloudy,0.10449793555452076
12/1/21,54,0.0,8,44,Partly Cloudy,0.10442629358030006
4/8/21,61,0.0,5,33,Fair,0.10363062212050991
10/1/21,73,0.3,8,79,Cloudy,0.10321566672003382
4/2/21,52,0.0,14,30,Cloudy,0.10227614723682499
4/28/21,76,0.0,21,67,Cloudy / Windy,0.10192397003689635
1/4/21,49,0.0,3,43,Fair,0.10029987535309026
8/11/21,82,0.0,3,51,Mostly Cloudy,0.09983730580037783
2/26/21,69,0.0,22,58,Partly Cloudy / Windy,0.09939084215011092
11/4/21,52,0.0,15,72,Cloudy,0.09856431814268887
3/22/21,57,0.0,21,59,Mostly Cloudy / Windy,0.0981440925606
3/2/21,49,0.0,13,47,Fair,0.09811801807375732
6/1/21,77,0.0,8,54,Cloudy,0.0979564686309587
12/11/21,51,0.0,13,32,Cloudy,0.09776191683251888
6/19/21,79,0.0,3,37,Partly Cloudy,0.09745873582729617
6/21/21,82,0.6,16,54,Mostly Cloudy,0.09734886809084937
7/24/21,79,0.0,6,44,Fair,0.09684120191918
7/16/21,80,0.0,12,52,Cloudy,0.09681754550407015
2/22/21,51,0.0,5,17,Fair,0.0965806116913153
6/7/21,81,0.0,18,61,Cloudy,0.0963503647155854
10/30/21,51,0.0,12,18,Fair,0.09607033902392201
3/18/21,50,0.0,18,29,Fair,0.09568266673308716
6/9/21,81,0.0,12,58,Partly Cloudy,0.09545673057598185
1/29/21,45,0.0,14,58,Partly Cloudy,0.09536143834624686
1/16/21,41,0.0,12,18,Fair,0.09491257238135778
10/10/21,75,0.0,20,65,Mostly Cloudy,0.09477517546920969
3/25/21,64,0.0,15,25,Fair,0.09451818858197047
2/25/21,66,0.1,8,87,Cloudy,0.09445699780683922
3/26/21,58,0.0,13,44,Fair,0.09429970592444163
12/8/21,63,0.0,9,76,Cloudy,0.09424210611597073
1/18/21,42,0.0,14,52,Mostly Cloudy,0.09407808510897608
12/30/21,67,0.0,9,58,Partly Cloudy,0.09340783863384657
4/20/21,55,0.0,5,26,Fair,0.09312966666889405
3/9/21,58,0.0,22,51,Mostly Cloudy / Windy,0.09231766006005511
10/16/21,63,0.0,13,29,Fair,0.09220934866804902
12/27/21,68,0.0,16,58,Cloudy,0.09213614796938438
11/18/21,56,0.0,17,55,Mostly Cloudy,0.09180207480010338
10/18/21,57,0.0,9,33,Fair,0.09143862637636639
2/8/21,53,0.0,15,65,Cloudy,0.09132432241967799
6/26/21,81,0.1,16,43,Mostly Cloudy,0.09121884990506664
9/24/21,65,0.0,8,29,Fair,0.09085612482706884
9/7/21,77,0.0,9,29,Partly Cloudy,0.09046374882924094
3/13/21,66,0.0,18,50,Mostly Cloudy,0.090272725015491
2/4/21,61,0.0,20,52,Mostly Cloudy,0.09010980705190128
6/12/21,79,0.0,3,44,Partly Cloudy,0.08904051706352162
12/24/21,64,0.0,23,54,Mostly Cloudy / Windy,0.08867315465824083
4/7/21,67,0.3,18,60,Mostly Cloudy,0.08837662066716323
4/15/21,65,0.0,15,70,Cloudy,0.08825298815123475
5/2/21,72,0.0,16,46,Partly Cloudy,0.08771787370186061
1/17/21,41,0.0,10,18,Fair,0.08767639209732223
1/24/21,61,0.0,16,74,Cloudy,0.08754618444335462
4/13/21,72,0.0,8,67,Mostly Cloudy,0.0875339242439713
12/3/21,62,0.0,10,64,Mostly Cloudy,0.08696185377517401
8/4/21,78,0.3,9,59,Cloudy,0.08660491705984412
1/3/21,43,0.0,13,37,Fair,0.08518571936665635
7/7/21,75,0.1,3,59,Mostly Cloudy,0.08488523582471
3/30/21,66,0.0,21,65,Mostly Cloudy / Windy,0.08476293052049827
