date     ,min_temp ,rainfall ,windspeed ,humidity ,cloudcover              ,OLS
8/23/21  ,      78 ,     0.0 ,       13 ,      46 ,Partly Cloudy           ,0.10738856065934702
11/8/21  ,      53 ,     0.0 ,       12 ,      52 ,Partly Cloudy           ,0.10703145254659276
11/16/21 ,      64 ,     0.0 ,       12 ,      47 ,Partly Cloudy           ,0.10615958944655181
7/25/21  ,      78 ,     0.0 ,        5 ,      44 ,Mostly Cloudy           ,0.10571036253373504
6/17/21  ,      80 ,     0.0 ,       12 ,      41 ,Mostly Cloudy           ,0.10557900047479014
11/17/21 ,      67 ,     0.0 ,       15 ,      53 ,Partly Cloudy           ,0.1055284286186647
11/10/21 ,      64 ,     0.0 ,       14 ,      52 ,Partly Cloudy           ,0.10508931292999943
6/15/21  ,      75 ,     0.0 ,       10 ,      40 ,Partly Cloudy           ,0.10493251828326532
7/4/21   ,      79 ,     0.4 ,       10 ,      50 ,Mostly Cloudy           ,0.10474853979029784
10/13/21 ,      77 ,     0.0 ,       15 ,      53 ,Partly Cloudy           ,0.10431866839459955
12/15/21 ,      74 ,     0.0 ,       16 ,      62 ,Partly Cloudy           ,0.104156097043122
11/12/21 ,      54 ,     0.0 ,        8 ,      40 ,Fair                    ,0.10391259828567413
9/27/21  ,      74 ,     0.0 ,        9 ,      57 ,Mostly Cloudy           ,0.10378019270137286
8/2/21   ,      81 ,     0.0 ,        7 ,      52 ,Mostly Cloudy           ,0.10352725714858081
8/3/21   ,      79 ,     0.3 ,       10 ,      59 ,Mostly Cloudy           ,0.1034369591632636
11/14/21 ,      50 ,     0.0 ,        6 ,      42 ,Fair                    ,0.10333274078727996
11/7/21  ,      52 ,     0.0 ,        8 ,      42 ,Fair                    ,0.10315663923808023
1/19/21  ,      61 ,     0.0 ,       13 ,      51 ,Partly Cloudy           ,0.10284512301512841
7/2/21   ,      78 ,     0.3 ,        6 ,      46 ,Mostly Cloudy           ,0.1022572580010902
5/26/21  ,      75 ,     0.0 ,       14 ,      55 ,Partly Cloudy           ,0.10078081904551557
11/29/21 ,      48 ,     0.0 ,        7 ,      43 ,Fair                    ,0.10077536480536188
11/5/21  ,      49 ,     0.0 ,        9 ,      37 ,Fair                    ,0.09994186212634869
4/25/21  ,      63 ,     0.0 ,       13 ,      48 ,Partly Cloudy           ,0.09961654165298385
6/13/21  ,      81 ,     0.0 ,        7 ,      43 ,Partly Cloudy           ,0.09960362368019123
8/31/21  ,      81 ,     0.0 ,        7 ,      43 ,Partly Cloudy           ,0.09960362368019123
2/24/21  ,      58 ,     0.0 ,       13 ,      60 ,Mostly Cloudy           ,0.09916324522614141
8/14/21  ,      80 ,     0.0 ,        9 ,      46 ,Partly Cloudy           ,0.09884521433573559
5/25/21  ,      76 ,     0.0 ,       14 ,      69 ,Mostly Cloudy           ,0.0987378821100172
9/12/21  ,      75 ,     0.0 ,       12 ,      43 ,Mostly Cloudy           ,0.0986053253052526
8/30/21  ,      80 ,     0.0 ,        9 ,      40 ,Mostly Cloudy           ,0.09777512734019955
9/16/21  ,      75 ,     0.0 ,       12 ,      67 ,Mostly Cloudy           ,0.09725484367858257
5/27/21  ,      74 ,     0.0 ,       15 ,      59 ,Partly Cloudy           ,0.09655571156887743
12/4/21  ,      66 ,     0.0 ,       14 ,      67 ,Mostly Cloudy           ,0.09583623401089811
5/12/21  ,      65 ,     0.0 ,       14 ,      66 ,Mostly Cloudy           ,0.09575707592169913
12/25/21 ,      65 ,     0.0 ,       13 ,      56 ,Mostly Cloudy           ,0.09548321082581805
4/11/21  ,      59 ,     0.0 ,       14 ,      58 ,Mostly Cloudy           ,0.09476667141101101
9/20/21  ,      78 ,     0.0 ,        9 ,      46 ,Partly Cloudy           ,0.09429446952531965
12/12/21 ,      46 ,     0.0 ,        7 ,      38 ,Fair                    ,0.09402767002469893
7/17/21  ,      78 ,     0.0 ,       10 ,      44 ,Partly Cloudy           ,0.09362735821181176
12/29/21 ,      72 ,     0.0 ,       12 ,      56 ,Mostly Cloudy           ,0.09356160563065115
7/29/21  ,      82 ,     0.0 ,       10 ,      43 ,Mostly Cloudy           ,0.09344154566554883
6/30/21  ,      79 ,     0.0 ,       10 ,      59 ,Mostly Cloudy           ,0.09302838038239136
12/26/21 ,      68 ,     0.0 ,       17 ,      56 ,Mostly Cloudy           ,0.09300473449161725
8/10/21  ,      82 ,     0.0 ,       14 ,      46 ,Mostly Cloudy           ,0.09154942377055031
3/10/21  ,      63 ,     0.1 ,       14 ,      64 ,Mostly Cloudy           ,0.09135034096091764
11/6/21  ,      49 ,     0.0 ,        8 ,      39 ,Fair                    ,0.09080125084800617
7/22/21  ,      78 ,     0.0 ,        8 ,      52 ,Mostly Cloudy           ,0.08979675613118301
12/28/21 ,      72 ,     0.0 ,       15 ,      53 ,Mostly Cloudy           ,0.0894816598817105
10/21/21 ,      73 ,     0.0 ,        8 ,      43 ,Mostly Cloudy           ,0.08935599321201744
9/28/21  ,      76 ,     0.0 ,       15 ,      67 ,Mostly Cloudy           ,0.08693643319590483
10/19/21 ,      64 ,     0.0 ,       15 ,      58 ,Mostly Cloudy           ,0.08507875793428885
6/24/21  ,      81 ,     0.0 ,       16 ,      54 ,Mostly Cloudy           ,0.08411220421323588
6/16/21  ,      74 ,     0.0 ,        9 ,      43 ,Mostly Cloudy           ,0.08325597063658366
5/4/21   ,      73 ,     0.0 ,       12 ,      61 ,Mostly Cloudy           ,0.08321821338504751
5/10/21  ,      79 ,     0.0 ,       10 ,      52 ,Mostly Cloudy           ,0.083139424708266
8/1/21   ,      81 ,     0.0 ,       13 ,      59 ,Mostly Cloudy           ,0.0829540980662566
6/11/21  ,      77 ,     0.0 ,       12 ,      50 ,Mostly Cloudy           ,0.08266171921026828
8/19/21  ,      83 ,     0.0 ,       14 ,      49 ,Mostly Cloudy           ,0.08251422508809861
6/2/21   ,      73 ,     0.2 ,       14 ,      57 ,Mostly Cloudy           ,0.08157482638969686
5/15/21  ,      67 ,     0.0 ,       15 ,      56 ,Mostly Cloudy           ,0.08106907469667103
7/15/21  ,      77 ,     0.0 ,       12 ,      63 ,Mostly Cloudy           ,0.08101093083653954
7/28/21  ,      78 ,     0.0 ,        7 ,      43 ,Mostly Cloudy           ,0.08080823706271212
5/11/21  ,      70 ,     0.1 ,       15 ,      55 ,Mostly Cloudy           ,0.08033875911591529
6/27/21  ,      79 ,     0.1 ,       12 ,      53 ,Mostly Cloudy           ,0.07972324066179878
6/23/21  ,      79 ,     0.1 ,        9 ,      49 ,Mostly Cloudy           ,0.07929662071569062
7/11/21  ,      80 ,     0.0 ,       12 ,      50 ,Mostly Cloudy           ,0.07879966955012671
8/9/21   ,      82 ,     0.0 ,       15 ,      52 ,Mostly Cloudy           ,0.07865161407370647
10/3/21  ,      75 ,     0.0 ,        9 ,      46 ,Mostly Cloudy           ,0.07805808221140653
12/17/21 ,      71 ,     0.0 ,       14 ,      62 ,Mostly Cloudy           ,0.07746818867092843
7/27/21  ,      81 ,     0.0 ,       13 ,      49 ,Mostly Cloudy           ,0.0770642200159014
8/24/21  ,      80 ,     0.0 ,        8 ,      46 ,Mostly Cloudy           ,0.07690399447478634
6/10/21  ,      79 ,     0.0 ,       13 ,      61 ,Mostly Cloudy           ,0.07668798607402454
7/10/21  ,      79 ,     0.0 ,       16 ,      59 ,Mostly Cloudy           ,0.07515536101538035
8/29/21  ,      78 ,     0.0 ,        9 ,      44 ,Mostly Cloudy           ,0.07501048569843127
6/6/21   ,      74 ,     0.1 ,       16 ,      57 ,Mostly Cloudy           ,0.07499675872727844
3/27/21  ,      71 ,     0.0 ,       15 ,      61 ,Mostly Cloudy           ,0.07454944308803033
8/7/21   ,      79 ,     0.0 ,       13 ,      54 ,Mostly Cloudy           ,0.07373959344322682
5/3/21   ,      77 ,     0.0 ,       16 ,      61 ,Mostly Cloudy           ,0.07316773447255094
5/31/21  ,      75 ,     0.0 ,       16 ,      61 ,Mostly Cloudy           ,0.07277461901369531
6/25/21  ,      81 ,     0.0 ,       15 ,      54 ,Mostly Cloudy           ,0.07276548533744708
8/8/21   ,      81 ,     0.0 ,       15 ,      54 ,Mostly Cloudy           ,0.07276548533744708
10/12/21 ,      79 ,     0.0 ,       15 ,      61 ,Mostly Cloudy           ,0.07007771852407922
9/30/21  ,      77 ,     0.0 ,       14 ,      63 ,Mostly Cloudy           ,0.06498338527932127
5/30/21  ,      75 ,     0.0 ,       14 ,      63 ,Mostly Cloudy           ,0.06437193904945175
